
id,bookingTime,checkIn,checkOut,currency,totalPrice,status
100314,2017-04-11 21:29:20,2017-04-21,2017-04-24,EUR,570.00,CONFIRMED
100318,2017-04-11 21:46:18,2017-04-13,2017-04-16,EUR,900.00,CONFIRMED
100325,2017-04-12 06:15:03,2018-06-01,2018-06-02,TRY,0.00,CANCELLED
100326,2017-04-12 07:04:16,2018-06-01,2018-06-02,TRY,0.00,CANCELLED
100327,2017-04-12 08:03:13,2017-05-19,2017-05-21,TRY,0.00,CANCELLED
100344,2017-04-13 03:05:29,2017-04-26,2017-04-27,TRY,0.00,CANCELLED
100354,2017-04-13 07:45:05,2018-06-01,2018-06-02,EUR,2.00,CANCELLED
100360,2017-04-13 12:55:04,2017-07-12,2017-07-13,EUR,297.00,CONFIRMED
100361,2017-04-13 14:22:13,2017-05-24,2017-05-25,EUR,80.00,CANCELLED
100377,2017-04-14 08:36:26,2018-06-01,2018-06-02,EUR,0.00,CANCELLED
100383,2017-04-14 09:39:26,2017-05-18,2017-05-21,EUR,210.00,CONFIRMED
100399,2017-04-15 06:17:13,2018-06-01,2018-06-02,EUR,2.00,CANCELLED
100450,2017-04-17 10:36:19,2017-04-18,2017-04-19,TRY,5.00,CANCELLED
100451,2017-04-17 11:50:00,2017-05-01,2017-05-02,EUR,120.00,CANCELLED
100452,2017-04-17 13:27:38,2017-04-18,2017-04-19,EUR,120.00,CONFIRMED
100473,2017-04-18 06:45:59,2017-04-20,2017-04-21,EUR,120.00,CONFIRMED
100474,2017-04-18 07:48:55,2017-05-01,2017-05-02,EUR,0.00,CANCELLED
100475,2017-04-18 08:50:43,2017-10-14,2017-10-15,TRY,0.00,CANCELLED
100476,2017-04-18 10:01:40,2017-05-01,2017-05-02,EUR,480.00,CONFIRMED
100477,2017-04-18 12:07:22,2017-07-10,2017-07-11,EUR,800.00,UPDATED
100478,2017-04-18 13:33:00,2017-05-01,2017-05-02,EUR,120.00,CONFIRMED
100479,2017-04-18 13:36:47,2017-04-18,2017-04-19,EUR,250.00,CONFIRMED
100500,2017-04-19 13:47:31,2017-04-29,2017-05-01,EUR,240.00,CONFIRMED
100516,2017-04-20 06:08:41,2017-04-26,2017-04-27,TRY,0.00,CANCELLED
100517,2017-04-20 07:46:09,2017-06-04,2017-06-06,TRY,846.00,CONFIRMED
100523,2017-04-20 12:25:48,2017-06-06,2017-06-09,EUR,360.00,CONFIRMED
100524,2017-04-20 12:34:10,2017-06-09,2017-06-11,TRY,0.00,CANCELLED
100525,2017-04-20 13:28:43,2017-06-09,2017-06-11,TRY,576.00,CONFIRMED
100541,2017-04-21 04:17:39,2017-04-27,2017-04-28,TRY,0.00,CANCELLED
100546,2017-04-21 11:12:10,2017-04-30,2017-05-04,TRY,0.00,CANCELLED
100547,2017-04-21 11:41:36,2017-09-07,2017-09-10,EUR,600.00,CONFIRMED
100553,2017-04-21 16:47:10,2017-04-23,2017-04-26,EUR,168.00,CONFIRMED
100604,2017-04-24 07:50:09,2017-06-29,2017-07-02,EUR,0.00,CANCELLED
100610,2017-04-24 12:42:58,2017-04-26,2017-04-28,TRY,0.00,CANCELLED
100616,2017-04-24 17:49:30,2017-06-24,2017-06-27,TRY,864.00,CONFIRMED
100627,2017-04-25 06:27:11,2018-06-01,2018-06-02,TRY,0.00,CANCELLED
100633,2017-04-25 12:06:28,2017-04-27,2017-04-29,TRY,1820.00,CONFIRMED
100639,2017-04-25 16:59:34,2018-03-01,2018-03-02,TRY,0.00,CANCELLED
100680,2017-04-27 05:37:19,2018-03-01,2018-03-02,TRY,0.00,CANCELLED
100681,2017-04-27 05:40:55,2018-03-01,2018-03-02,TRY,0.00,CANCELLED
100682,2017-04-27 05:45:39,2018-03-01,2018-03-02,TRY,0.00,CANCELLED
100693,2017-04-27 16:15:16,2017-07-08,2017-07-10,EUR,400.00,CONFIRMED
100694,2017-04-27 18:09:55,2017-04-29,2017-05-01,EUR,640.00,CONFIRMED
100730,2017-04-29 11:23:47,2017-07-15,2017-07-22,TRY,4032.00,CONFIRMED
100731,2017-04-29 11:34:48,2017-05-06,2017-05-08,EUR,510.00,CONFIRMED
100777,2017-05-01 18:05:17,2017-05-19,2017-05-21,EUR,600.00,CANCELLED
100778,2017-05-01 18:58:26,2017-07-12,2017-07-16,EUR,480.00,CANCELLED
100799,2017-05-02 15:37:08,2017-05-03,2017-05-04,EUR,140.00,CONFIRMED
100800,2017-05-02 19:43:40,2017-07-12,2017-07-16,EUR,480.00,CONFIRMED
100811,2017-05-03 07:43:04,2017-05-19,2017-05-20,EUR,660.00,CONFIRMED
100817,2017-05-03 12:32:24,2017-07-01,2017-07-07,TRY,1728.00,CONFIRMED
100818,2017-05-03 14:35:29,2017-06-10,2017-06-13,EUR,1200.00,CONFIRMED
100819,2017-05-03 14:58:43,2017-06-29,2017-07-02,EUR,380.00,CONFIRMED
100840,2017-05-04 11:20:24,2017-05-16,2017-05-17,TRY,0.00,CANCELLED
100846,2017-05-04 17:05:15,2017-07-14,2017-07-16,EUR,800.00,CONFIRMED
100857,2017-05-05 06:50:51,2017-09-16,2017-09-18,EUR,400.00,CONFIRMED
100863,2017-05-05 10:14:02,2017-05-10,2017-05-11,EUR,200.00,CANCELLED
100864,2017-05-05 10:38:53,2017-05-12,2017-05-14,TRY,1152.00,CONFIRMED
100865,2017-05-05 13:07:59,2017-06-09,2017-06-11,EUR,240.00,CONFIRMED
100866,2017-05-05 14:56:23,2017-06-20,2017-06-21,EUR,120.00,CANCELLED
100867,2017-05-05 14:57:35,2017-07-08,2017-07-15,TRY,2016.00,CONFIRMED
100888,2017-05-06 13:16:11,2017-08-06,2017-08-12,TRY,3456.00,CONFIRMED
100933,2017-05-08 10:13:11,2017-07-22,2017-07-28,EUR,0.00,CANCELLED
100969,2017-05-10 06:20:52,2017-07-23,2017-07-26,TRY,864.00,CONFIRMED
100970,2017-05-10 06:28:04,2017-07-23,2017-07-26,TRY,864.00,CONFIRMED
100971,2017-05-10 07:47:40,2017-05-23,2017-05-28,TRY,1080.00,CONFIRMED
100977,2017-05-10 10:04:34,2017-07-29,2017-08-05,TRY,2016.00,CONFIRMED
100978,2017-05-10 10:25:09,2017-07-24,2017-07-29,EUR,1000.00,CONFIRMED
100984,2017-05-10 16:50:10,2017-06-10,2017-06-15,TRY,1440.00,CONFIRMED
100995,2017-05-11 03:14:03,2018-01-01,2018-01-02,EUR,2.00,CANCELLED
100996,2017-05-11 07:52:58,2017-07-15,2017-07-22,TRY,2072.00,UPDATED
101002,2017-05-11 10:31:00,2017-07-15,2017-07-22,TRY,2072.00,UPDATED
101018,2017-05-12 08:19:03,2017-07-23,2017-07-29,TRY,0.00,CANCELLED
101046,2017-05-13 15:05:58,2017-08-12,2017-08-19,TRY,2016.00,CONFIRMED
101085,2017-05-15 13:35:07,2018-03-01,2018-03-02,EUR,2.00,CANCELLED
101111,2017-05-16 18:55:08,2017-05-19,2017-05-22,EUR,331.50,CONFIRMED
101112,2017-05-16 18:57:18,2017-05-19,2017-05-22,EUR,331.50,CONFIRMED
101128,2017-05-17 11:15:42,2017-09-09,2017-09-12,EUR,0.00,CANCELLED
101129,2017-05-17 12:40:48,2018-03-01,2018-03-02,EUR,0.00,CANCELLED
101130,2017-05-17 13:23:53,2017-09-29,2017-10-01,EUR,1.00,CANCELLED
101141,2017-05-17 22:04:24,2017-08-03,2017-08-05,EUR,860.00,CONFIRMED
101152,2017-05-18 13:53:23,2017-06-04,2017-06-05,EUR,200.00,CONFIRMED
101153,2017-05-18 13:56:37,2017-06-04,2017-06-05,EUR,200.00,CONFIRMED
101159,2017-05-18 19:40:59,2017-06-02,2017-06-04,TRY,576.00,CONFIRMED
101171,2017-05-19 12:15:00,2017-06-06,2017-06-10,EUR,480.00,CONFIRMED
101217,2017-05-21 15:14:59,2017-08-20,2017-08-25,EUR,1000.00,CONFIRMED
101248,2017-05-23 08:18:49,2018-03-01,2018-03-02,EUR,0.00,CANCELLED
101249,2017-05-23 08:24:39,2017-09-30,2017-10-02,EUR,400.00,CONFIRMED
101255,2017-05-23 11:25:09,2017-08-07,2017-08-10,EUR,600.00,CONFIRMED
101261,2017-05-23 16:22:29,2017-06-10,2017-06-12,EUR,500.00,CONFIRMED
101262,2017-05-23 16:58:01,2017-08-18,2017-08-20,EUR,400.00,CONFIRMED
101263,2017-05-23 19:52:43,2017-09-30,2017-10-02,EUR,400.00,CONFIRMED
101279,2017-05-24 10:55:19,2017-08-25,2017-08-29,EUR,960.00,CONFIRMED
101280,2017-05-24 11:18:40,2017-07-19,2017-07-22,TRY,648.00,CONFIRMED
101281,2017-05-24 13:25:19,2017-06-08,2017-06-09,TRY,0.00,CANCELLED
101282,2017-05-24 13:25:48,2017-06-02,2017-06-05,TRY,486.00,CONFIRMED
101283,2017-05-24 14:24:48,2017-05-27,2017-05-28,TRY,648.00,CANCELLED
101284,2017-05-24 14:26:00,2017-07-15,2017-07-21,TRY,1296.00,CONFIRMED
101285,2017-05-24 14:52:00,2017-06-22,2017-06-26,EUR,1245.00,CONFIRMED
101291,2017-05-24 15:43:46,2017-06-17,2017-06-18,TRY,0.00,CANCELLED
101292,2017-05-24 18:08:15,2017-08-17,2017-08-20,TRY,0.00,CANCELLED
101304,2017-05-25 08:57:11,2017-07-01,2017-07-03,TRY,592.00,CONFIRMED
101310,2017-05-25 12:15:06,2017-06-13,2017-06-15,TRY,583.00,CONFIRMED
101311,2017-05-25 12:29:35,2017-06-03,2017-06-06,EUR,735.00,CANCELLED
101327,2017-05-26 05:44:37,2017-05-26,2017-05-27,EUR,2.00,CONFIRMED
101339,2017-05-26 23:30:12,2017-07-31,2017-08-03,TRY,648.00,CONFIRMED
101350,2017-05-27 10:16:04,2017-08-21,2017-08-26,TRY,1440.00,CONFIRMED
101376,2017-05-28 16:38:21,2017-07-15,2017-07-22,EUR,288.75,CANCELLED
101387,2017-05-29 07:58:41,2017-07-16,2017-07-19,EUR,360.00,CONFIRMED
101393,2017-05-29 10:14:06,2017-07-17,2017-07-23,EUR,1200.00,CONFIRMED
101394,2017-05-29 10:35:02,2017-07-17,2017-07-23,EUR,1620.00,CONFIRMED
101395,2017-05-29 11:09:08,2017-07-17,2017-07-23,EUR,1620.00,CONFIRMED
101396,2017-05-29 14:55:00,2017-10-08,2017-10-11,TRY,0.00,CANCELLED
101402,2017-05-29 18:42:36,2017-06-10,2017-06-11,TRY,288.00,CONFIRMED
101403,2017-05-29 19:35:52,2017-08-05,2017-08-09,TRY,1152.00,CONFIRMED
101414,2017-05-30 05:56:41,2017-07-03,2017-07-05,EUR,660.00,CONFIRMED
101415,2017-05-30 08:28:24,2017-08-05,2017-08-08,EUR,360.00,CONFIRMED
101425,2017-05-30 11:22:41,2017-09-18,2017-09-20,TRY,0.00,CANCELLED
101426,2017-05-30 11:31:23,2017-09-18,2017-09-20,EUR,0.00,CANCELLED
101427,2017-05-30 11:37:25,2017-09-18,2017-09-20,TRY,0.00,CANCELLED
101428,2017-05-30 13:49:52,2017-07-11,2017-07-15,TRY,0.00,CANCELLED
101434,2017-05-30 17:45:18,2017-07-25,2017-07-30,TRY,1440.00,CONFIRMED
101445,2017-05-31 07:13:01,2017-05-31,2017-06-03,TRY,1552.50,CONFIRMED
101454,2017-05-31 16:33:27,2017-08-06,2017-08-12,TRY,0.00,CANCELLED
101455,2017-05-31 20:41:37,2017-07-21,2017-07-26,TRY,1440.00,CONFIRMED
101466,2017-06-01 06:15:05,2017-07-24,2017-07-27,TRY,888.00,CONFIRMED
101467,2017-06-01 07:41:18,2017-07-29,2017-08-03,TRY,1440.00,CONFIRMED
101469,2017-06-01 09:10:51,2017-08-26,2017-08-30,TRY,1728.00,CONFIRMED
101474,2017-06-01 10:44:51,2017-08-21,2017-08-25,TRY,1152.00,CONFIRMED
101475,2017-06-01 11:53:35,2017-09-12,2017-09-16,TRY,864.00,CONFIRMED
101476,2017-06-01 11:55:10,2017-06-23,2017-06-27,EUR,3080.00,CONFIRMED
101477,2017-06-01 13:06:39,2017-08-06,2017-08-12,TRY,0.00,CANCELLED
101478,2017-06-01 14:14:38,2017-10-02,2017-10-08,TRY,7156.00,CANCELLED
101479,2017-06-01 14:17:39,2017-09-17,2017-09-18,EUR,0.00,CANCELLED
101480,2017-06-01 14:18:58,2017-08-20,2017-08-21,TRY,0.00,CANCELLED
101481,2017-06-01 14:19:53,2017-10-08,2017-10-09,TRY,860.00,CANCELLED
101482,2017-06-01 14:21:30,2017-09-18,2017-09-19,EUR,0.00,CANCELLED
101483,2017-06-01 14:27:16,2017-09-18,2017-09-19,EUR,0.00,CANCELLED
101484,2017-06-01 14:55:56,2017-07-16,2017-07-17,TRY,0.00,CANCELLED
101485,2017-06-01 14:56:53,2017-07-24,2017-07-25,EUR,0.00,CANCELLED
101486,2017-06-01 14:58:02,2017-07-23,2017-07-24,EUR,0.00,CANCELLED
101487,2017-06-01 14:59:08,2017-08-27,2017-08-28,EUR,0.00,CANCELLED
101503,2017-06-02 06:23:38,2017-10-16,2017-10-17,EUR,0.00,CANCELLED
101504,2017-06-02 06:25:17,2017-09-25,2017-09-26,TRY,0.00,CANCELLED
101505,2017-06-02 06:37:09,2017-09-18,2017-09-19,EUR,0.00,CANCELLED
101506,2017-06-02 07:51:51,2017-06-30,2017-07-01,TRY,1326.00,CONFIRMED
101507,2017-06-02 07:57:40,2017-06-04,2017-06-05,TRY,590.00,CONFIRMED
101508,2017-06-02 08:19:54,2017-06-29,2017-06-30,TRY,0.00,CANCELLED
101509,2017-06-02 08:30:27,2017-06-30,2017-07-01,TRY,0.00,CANCELLED
101510,2017-06-02 08:40:22,2017-06-30,2017-07-01,EUR,0.00,CANCELLED
101516,2017-06-02 12:16:00,2017-06-29,2017-06-30,EUR,0.00,CANCELLED
101517,2017-06-02 12:31:13,2017-06-28,2017-06-29,EUR,0.00,CANCELLED
101518,2017-06-02 13:09:53,2017-06-29,2017-06-30,TRY,0.00,CANCELLED
101519,2017-06-02 13:11:39,2017-06-29,2017-06-30,TRY,0.00,CANCELLED
101520,2017-06-02 14:02:45,2017-07-09,2017-07-10,EUR,0.00,CANCELLED
101526,2017-06-02 17:59:08,2017-06-09,2017-06-11,EUR,113.00,CONFIRMED
101527,2017-06-02 18:21:52,2017-06-05,2017-06-09,TRY,864.00,CONFIRMED
101548,2017-06-03 19:28:56,2017-06-04,2017-06-06,EUR,240.00,CONFIRMED
101579,2017-06-05 07:20:59,2017-07-08,2017-07-14,TRY,1296.00,UPDATED
101585,2017-06-05 10:31:49,2017-10-08,2017-10-09,TRY,0.00,CANCELLED
101586,2017-06-05 11:15:42,2017-06-23,2017-06-24,EUR,50.00,CONFIRMED
101587,2017-06-05 11:32:32,2017-06-23,2017-06-24,EUR,48.00,CONFIRMED
101588,2017-06-05 11:43:18,2017-07-15,2017-07-21,TRY,2332.50,CONFIRMED
101589,2017-06-05 11:52:05,2017-07-29,2017-08-02,TRY,2368.00,CONFIRMED
101590,2017-06-05 12:05:12,2017-08-01,2017-08-08,TRY,1512.00,CONFIRMED
101606,2017-06-06 08:05:01,2017-06-10,2017-06-11,TRY,0.00,CANCELLED
101612,2017-06-06 12:21:56,2017-07-14,2017-07-20,EUR,0.00,CANCELLED
101618,2017-06-06 18:20:03,2017-10-20,2017-10-22,EUR,240.00,CONFIRMED
101629,2017-06-07 14:35:22,2017-08-01,2017-08-04,TRY,648.00,CONFIRMED
101630,2017-06-07 14:59:11,2017-06-11,2017-06-13,TRY,324.00,CONFIRMED
101646,2017-06-08 08:56:52,2017-06-17,2017-06-18,EUR,60.00,CONFIRMED
101652,2017-06-08 11:25:46,2017-06-19,2017-06-20,TRY,0.00,CANCELLED
101683,2017-06-10 11:21:35,2017-07-01,2017-07-04,TRY,888.00,CONFIRMED
101684,2017-06-10 11:56:10,2017-08-12,2017-08-17,TRY,1440.00,CONFIRMED
101700,2017-06-11 07:26:06,2017-09-11,2017-09-15,TRY,864.00,CONFIRMED
101716,2017-06-11 23:09:18,2017-06-14,2017-06-15,TRY,470.00,NO_SHOW
101746,2017-06-13 09:21:21,2017-06-25,2017-06-26,EUR,405.00,CANCELLED
101748,2017-06-13 09:25:58,2018-03-01,2018-03-02,EUR,2.00,CANCELLED
101749,2017-06-13 09:55:31,2017-06-13,2017-06-14,EUR,60.00,CONFIRMED
101750,2017-06-13 11:10:17,2017-09-04,2017-09-06,EUR,660.00,CONFIRMED
101751,2017-06-13 13:12:35,2017-07-14,2017-07-16,EUR,0.00,CANCELLED
101757,2017-06-13 18:45:41,2017-06-14,2017-06-17,EUR,180.00,CONFIRMED
101769,2017-06-14 09:09:21,2017-08-05,2017-08-10,EUR,960.00,CONFIRMED
101774,2017-06-14 10:15:13,2017-06-23,2017-06-24,EUR,75.00,CONFIRMED
101780,2017-06-14 19:56:27,2017-06-17,2017-06-20,EUR,672.00,CONFIRMED
101791,2017-06-15 07:26:04,2017-07-15,2017-07-20,EUR,1720.00,CONFIRMED
101797,2017-06-15 09:41:59,2018-01-01,2018-01-02,EUR,0.00,CANCELLED
101798,2017-06-15 09:53:57,2018-01-01,2018-01-02,EUR,0.00,CANCELLED
101804,2017-06-15 16:54:03,2017-06-28,2017-06-30,EUR,500.00,CONFIRMED
101805,2017-06-15 18:58:22,2017-06-30,2017-07-01,EUR,60.00,CONFIRMED
101816,2017-06-16 08:09:56,2018-04-01,2018-04-02,EUR,2.00,CANCELLED
101817,2017-06-16 08:54:27,2017-06-19,2017-06-20,EUR,420.00,CANCELLED
101838,2017-06-17 05:33:10,2017-06-22,2017-06-23,EUR,120.00,CONFIRMED
101864,2017-06-18 10:00:55,2017-08-14,2017-08-19,TRY,1480.00,CONFIRMED
101865,2017-06-18 10:05:20,2017-08-14,2017-08-19,TRY,3840.00,CONFIRMED
101866,2017-06-18 10:48:55,2018-02-01,2018-02-02,EUR,2.00,CANCELLED
101882,2017-06-19 11:56:36,2017-06-20,2017-06-21,EUR,224.00,CONFIRMED
101893,2017-06-19 21:05:52,2017-09-30,2017-10-02,EUR,240.00,CONFIRMED
101909,2017-06-20 15:40:36,2017-07-02,2017-07-08,TRY,1728.00,CONFIRMED
101910,2017-06-20 16:03:56,2018-02-02,2018-02-03,EUR,0.00,CANCELLED
101916,2017-06-20 20:39:44,2017-06-21,2017-06-22,EUR,224.00,CONFIRMED
101927,2017-06-21 10:49:17,2017-07-29,2017-08-02,TRY,864.00,CONFIRMED
101933,2017-06-21 13:16:36,2017-08-27,2017-08-31,TRY,768.00,CANCELLED
101934,2017-06-21 15:15:32,2017-07-09,2017-07-12,EUR,990.00,CONFIRMED
101940,2017-06-21 18:30:04,2017-07-15,2017-07-21,TRY,2332.50,CONFIRMED
101941,2017-06-21 19:03:54,2017-08-25,2017-08-30,TRY,1440.00,CONFIRMED
101942,2017-06-21 20:01:52,2017-08-13,2017-08-17,TRY,864.00,CONFIRMED
101943,2017-06-21 21:09:26,2017-08-17,2017-08-19,TRY,432.00,CONFIRMED
101954,2017-06-22 07:46:19,2017-08-08,2017-08-13,TRY,1440.00,CONFIRMED
101960,2017-06-22 16:00:52,2017-06-25,2017-06-26,EUR,0.00,CANCELLED
101961,2017-06-22 16:01:15,2017-06-25,2017-06-26,EUR,0.00,CANCELLED
101962,2017-06-22 16:11:21,2017-06-26,2017-06-27,EUR,0.00,CANCELLED
101963,2017-06-22 16:27:30,2017-06-26,2017-06-27,EUR,0.00,CANCELLED
101989,2017-06-23 19:00:42,2017-07-08,2017-07-10,EUR,672.00,CONFIRMED
102019,2017-06-25 09:28:04,2017-06-27,2017-06-29,EUR,200.00,CONFIRMED
102030,2017-06-25 18:38:58,2017-06-28,2017-06-30,EUR,504.00,CONFIRMED
102031,2017-06-25 20:20:38,2017-07-24,2017-07-28,EUR,1320.00,CONFIRMED
102062,2017-06-27 10:19:39,2017-06-28,2017-07-05,TRY,5947.20,CONFIRMED
102068,2017-06-27 12:46:43,2017-07-07,2017-07-13,EUR,1173.00,CONFIRMED
102069,2017-06-27 12:54:39,2017-07-07,2017-07-13,EUR,1173.00,CONFIRMED
102070,2017-06-27 14:27:21,2017-07-07,2017-07-13,EUR,1173.00,CONFIRMED
102071,2017-06-27 14:29:33,2017-07-07,2017-07-13,EUR,1380.00,CONFIRMED
102072,2017-06-27 14:35:30,2017-06-29,2017-06-30,TRY,296.00,CONFIRMED
102073,2017-06-27 15:49:47,2017-08-16,2017-08-23,TRY,2072.00,CONFIRMED
102079,2017-06-27 20:10:27,2017-06-30,2017-07-02,EUR,1160.00,CONFIRMED
102090,2017-06-28 11:37:05,2017-07-20,2017-07-24,EUR,742.90,CANCELLED
102091,2017-06-28 11:45:17,2017-07-20,2017-07-24,EUR,742.90,CANCELLED
102097,2017-06-28 12:43:57,2017-07-01,2017-07-03,TRY,592.00,CONFIRMED
102098,2017-06-28 16:32:55,2017-07-08,2017-07-11,TRY,0.00,CANCELLED
102104,2017-06-28 23:11:05,2017-06-30,2017-07-01,EUR,250.00,CONFIRMED
102115,2017-06-29 08:46:16,2017-07-27,2017-07-28,EUR,0.00,CANCELLED
102116,2017-06-29 11:15:18,2017-07-01,2017-07-17,EUR,7344.00,CANCELLED
102121,2017-06-29 12:06:35,2017-07-14,2017-07-22,TRY,2368.00,CONFIRMED
102123,2017-06-29 17:03:14,2017-06-29,2017-06-30,TRY,799.00,CONFIRMED
102139,2017-06-30 11:03:58,2017-07-24,2017-07-28,TRY,1555.00,CONFIRMED
102145,2017-06-30 14:06:24,2017-06-30,2017-07-01,TRY,570.00,CONFIRMED
102151,2017-06-30 20:47:30,2017-07-11,2017-07-15,TRY,1152.00,CONFIRMED
102187,2017-07-02 12:52:46,2017-07-03,2017-07-04,TRY,296.00,CONFIRMED
102188,2017-07-02 12:58:15,2017-07-05,2017-07-08,EUR,1010.00,CANCELLED
102189,2017-07-02 15:12:15,2017-09-23,2017-09-25,EUR,1024.00,CONFIRMED
102205,2017-07-03 11:46:04,2017-08-27,2017-08-31,TRY,1280.00,CONFIRMED
102211,2017-07-03 15:19:59,2017-08-19,2017-08-23,TRY,1152.00,CONFIRMED
102212,2017-07-03 17:23:33,2017-09-25,2017-09-30,EUR,1368.00,CONFIRMED
102218,2017-07-03 23:04:44,2017-08-26,2017-09-01,TRY,1776.00,CONFIRMED
102228,2017-07-04 10:45:50,2017-07-04,2017-07-06,TRY,592.00,CONFIRMED
102229,2017-07-04 11:42:16,2017-07-28,2017-07-31,EUR,600.00,CONFIRMED
102240,2017-07-04 19:21:47,2017-08-05,2017-08-08,TRY,864.00,CONFIRMED
102241,2017-07-04 19:36:03,2017-08-02,2017-08-05,TRY,864.00,CONFIRMED
102242,2017-07-04 20:59:27,2017-09-11,2017-09-17,TRY,1728.00,CONFIRMED
102253,2017-07-05 11:58:54,2017-07-06,2017-07-08,TRY,592.00,CONFIRMED
102259,2017-07-05 13:01:21,2017-07-19,2017-07-22,EUR,930.00,CONFIRMED
102260,2017-07-05 13:13:49,2017-07-06,2017-07-07,TRY,296.00,CONFIRMED
102261,2017-07-05 13:17:53,2017-07-08,2017-07-09,EUR,60.00,CONFIRMED
102262,2017-07-05 16:59:22,2017-07-10,2017-07-15,TRY,2960.00,CANCELLED
102267,2017-07-05 18:08:46,2017-08-04,2017-08-06,EUR,720.00,CONFIRMED
102269,2017-07-05 18:16:04,2017-08-13,2017-08-15,EUR,400.00,UPDATED
102270,2017-07-05 18:18:45,2017-08-06,2017-08-07,EUR,360.00,CONFIRMED
102281,2017-07-06 10:37:30,2017-07-07,2017-07-08,EUR,117.00,CONFIRMED
102282,2017-07-06 10:38:34,2017-07-07,2017-07-08,EUR,192.00,CANCELLED
102308,2017-07-07 12:30:39,2017-07-31,2017-08-04,TRY,3020.80,CONFIRMED
102309,2017-07-07 16:25:02,2017-07-07,2017-07-08,TRY,216.00,CONFIRMED
102335,2017-07-08 20:33:28,2017-07-15,2017-07-21,TRY,1728.00,CONFIRMED
102346,2017-07-09 11:13:47,2017-07-22,2017-07-27,TRY,1080.00,CONFIRMED
102352,2017-07-09 13:14:32,2017-07-10,2017-07-15,TRY,2880.00,CONFIRMED
102353,2017-07-09 13:31:34,2017-08-06,2017-08-07,TRY,1867.20,CONFIRMED
102374,2017-07-10 13:59:32,2017-07-15,2017-07-22,TRY,2072.00,CONFIRMED
102375,2017-07-10 14:10:35,2017-07-16,2017-07-18,EUR,578.00,CANCELLED
102376,2017-07-10 14:34:56,2017-07-14,2017-07-16,TRY,592.00,CONFIRMED
102377,2017-07-10 15:42:57,2017-07-11,2017-07-15,TRY,1166.00,CONFIRMED
102383,2017-07-10 22:30:16,2017-07-14,2017-07-16,TRY,576.00,UPDATED
102394,2017-07-11 08:57:54,2017-07-11,2017-07-12,EUR,110.00,CONFIRMED
102405,2017-07-11 19:04:09,2017-08-08,2017-08-13,TRY,1440.00,CONFIRMED
102406,2017-07-11 21:50:52,2017-08-25,2017-08-27,TRY,432.00,CONFIRMED
